,energy,loudness,speechiness,valence,liveness,tempo,danceability,acousticness,duration_ms,instrumentalness,popularity
Principal Component 1,-0.5641615736459099,-0.5048071608295722,-0.012391256658840588,-0.3951312131497295,-0.09948352888316507,-0.06724551209772471,-0.17550568946749984,0.43609518368640565,0.09467909629668124,0.1537356806635532,-0.05109062417779622
Principal Component 2,0.2102273968978572,0.12017993032971029,-0.21918326364523005,-0.31330165381005814,0.1277722411435492,0.37425656862701495,-0.629273402668472,-0.18186807352684878,0.42674829833693845,0.07500727487275544,-0.14821288384704662
Principal Component 3,0.024917551918035356,-0.1785536349811688,0.36721170092681515,0.14195916424527746,-0.04117208674075149,0.16593689926829733,0.30018768287211567,-0.19200410868383536,0.26591669353310615,0.46788656496607706,-0.6055269885730433
Principal Component 4,-0.03040555758284546,-0.012139800161581163,0.6064764328130372,-0.2170443322838773,0.46443745725364804,0.4608764184030065,-0.04258980462994664,0.04832584300454856,-0.34327512248961606,-0.07697508531871537,0.16728641548288736
Principal Component 5,0.06963623686613632,-0.07194650713808218,-0.2333822535752138,-0.040449489147485945,0.6740610790527993,-0.42018458377042195,-0.019653336226462398,-0.10033605863404371,-0.13331080707226323,0.5185646009971191,0.07630884261252803
Principal Component 6,-0.055334457259562965,0.05769101094242242,-0.3726384166655044,0.13255259460520008,0.14793547460245687,0.1914111366998513,-0.08469338549201465,0.23151700154910587,-0.5160838605509045,-0.17473722838737835,-0.648851597538364
