,energy,loudness,speechiness,valence,liveness,tempo,danceability,acousticness,duration_ms,instrumentalness,popularity
Principal Component 1,-0.5077460435278285,-0.5168092852526537,-0.10023761844330199,-0.29544297649491236,-0.08468691155927666,-0.1885504157557314,-0.24707906135213137,0.4380187256797083,0.014296156731799212,0.2844904342704881,-0.031578462321247225
Principal Component 2,0.2645147966186398,0.07755491073460957,-0.08850166227134332,-0.48571629683805667,0.14533916333499095,0.24024374306798105,-0.4833913588994576,-0.31566415985111446,0.40389975117043947,0.32312949517874934,-0.023770089323781697
Principal Component 3,-0.04341994280484587,0.04353402133454082,-0.6181450048783327,0.0547382831126828,-0.6872476316011202,0.0692784661268084,0.2049695738932097,-0.17234080057119494,0.16990328164860066,0.13096078830239166,0.12759085742186327
Principal Component 4,0.06867650971219558,-0.07594187546172255,0.16130572837662346,0.16125524506483618,-0.11621211098840639,-0.0630211913498945,0.22025857175128355,-0.07981366371721484,0.15365002028078725,0.3446420482618326,-0.8501447651366526
Principal Component 5,0.029742063699411275,0.01018220799460103,0.14673198901850742,-0.05245369991779121,0.11275356271760305,-0.6752110338731323,0.3076628572135204,-0.09118455313527574,0.5704761139324803,0.06390926358212291,0.27130851793289673
Principal Component 6,-0.06000273967835062,-0.16197521591752048,0.5883213626636713,-0.005447157573494413,-0.25026368850268965,0.5009087682698236,0.2956191360304069,0.032942434097778264,0.14927457816170733,0.2936939702585516,0.3368316642652445
